LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Acer platanoides	854	Acer platanoides	5982400	57851524	18	Plant height	8030	Plant height minimum	Height	20	m	Single				20	m			3.53422	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Acer pseudoplatanus	855	Acer pseudoplatanus	5982401	57851533	18	Plant height	8030	Plant height minimum	Height	20	m	Single				20	m			3.53422	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Acer saccharinum	861	Acer saccharinum	5982402	57851542	18	Plant height	8030	Plant height minimum	Height	20	m	Single				20	m			3.53422	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Acer tataricum	873	Acer tataricum	5982403	57851551	18	Plant height	8030	Plant height minimum	Height	2	m	Single				2	m		57851497	2.55558	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Acinos arvensis	13556	Clinopodium acinos	5982404	57851560	18	Plant height	8030	Plant height minimum	Height	0.07	m	Single				0.07	m			1.31746	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aconitum ×cammarum	1037	Aconitum variegatum	5982405	57851569	18	Plant height	8030	Plant height minimum	Height	0.6	m	Single				0.6	m			1.46335	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aconitum anthora	73526	Aconitum anthora	5982406	57851578	18	Plant height	8030	Plant height minimum	Height	0.25	m	Single				0.25	m			0.917937	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aconitum firmum	1023	Aconitum firmum	5982407	57851587	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			0.946668	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aconitum lycoctonum	1027	Aconitum lycoctonum	5982408	57851596	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			1.23102	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aconitum plicatum	1031	Aconitum plicatum	5982409	57851605	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.580076	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aconitum variegatum	1037	Aconitum variegatum	5982410	57851614	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			0.946668	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Acorus calamus	1045	Acorus calamus	5982411	57851623	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			0.917624	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Actaea europaea	200827	Actaea europaea	5982412	57851632	18	Plant height	8030	Plant height minimum	Height	0.8	m	Single				0.8	m			1.82994	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Actaea spicata	1133	Actaea spicata	5982413	57851641	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			1.00374	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adenophora liliifolia	1271	Adenophora liliifolia	5982414	57851650	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			0.812602	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adenostyles alliariae	1287	Adenostyles alliariae	5982415	57851659	18	Plant height	8030	Plant height minimum	Height	0.6	m	Single				0.6	m			1.42657	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adonis aestivalis subsp. aestivalis	1360	Adonis aestivalis	5982416	57851668	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.387694	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adonis annua subsp. annua	403841	Adonis annua subsp. annua	5982417	57851677	18	Plant height	8030	Plant height minimum	Height	0.25	m	Single				0.25	m			0.844407	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adonis flammea	1363	Adonis flammea	5982418	57851686	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.349978	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adonis vernalis	1364	Adonis vernalis	5982419	57851695	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.03099	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Adoxa moschatellina	1365	Adoxa moschatellina	5982420	57851704	18	Plant height	8030	Plant height minimum	Height	0.07	m	Single				0.07	m			2.76281	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aegilops cylindrica	1392	Aegilops cylindrica	5982421	57851713	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.639366	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aegopodium podagraria	1439	Aegopodium podagraria	5982422	57851722	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			0.917624	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aesculus ×carnea	404070	Aesculus carnea_x	5982423	57851731	18	Plant height	8030	Plant height minimum	Height	15	m	Single				15	m			3.30584	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aesculus hippocastanum	1571	Aesculus hippocastanum	5982424	57851740	18	Plant height	8030	Plant height minimum	Height	15	m	Single				15	m			3.30584	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aesculus pavia	1575	Aesculus pavia	5982425	57851749	18	Plant height	8030	Plant height minimum	Height	4	m	Single				4	m			2.25656	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aethusa cynapium	1593	Aethusa cynapium	5982426	57851758	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			3.06572	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Aethusa cynapium subsp. elata	201447	Aethusa cynapium subsp. elata	5982427	57851767	18	Plant height	8030	Plant height minimum	Height	1	m	Single				1	m			3.06572	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Ageratina altissima	1723	Ageratina altissima	5982428	57851776	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.543291	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Ageratum houstonianum	1734	Ageratum houstonianum	5982429	57851785	18	Plant height	8030	Plant height minimum	Height	0.12	m	Single				0.12	m			0.624335	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrimonia eupatoria	1810	Agrimonia eupatoria	5982430	57851794	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			1.61324	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrimonia procera	1815	Agrimonia procera	5982431	57851803	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			1.2321	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agropyron pectinatum	1833	Agropyron cristatum	5982432	57851812	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.339157	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostemma githago	1869	Agrostemma githago	5982433	57851821	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			1.4491	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis alpina	1877	Agrostis alpina	5982434	57851830	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.15605	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis canina	1904	Agrostis canina	5982435	57851839	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.15605	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis capillaris	1905	Agrostis capillaris	5982436	57851848	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.15605	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis castellana	1907	Agrostis castellana	5982437	57851857	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.919002	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis gigantea	1937	Agrostis gigantea	5982438	57851866	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			1.74888	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis rupestris subsp. rupestris	404323	Agrostis rupestris subsp. rupestris	5982439	57851875	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			2.03932	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis scabra	2050	Agrostis scabra	5982440	57851884	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			1.74888	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis stolonifera	2065	Agrostis stolonifera	5982441	57851893	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.15605	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Agrostis vinealis	2101	Agrostis vinealis	5982442	57851902	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.15605	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Achillea asplenifolia	65244	Achillea aspleniifolia	5982443	57851911	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.848242	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Achillea collina	901	Achillea collina	5982444	57851920	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.57044	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Achillea crithmifolia	902	Achillea crithmifolia	5982445	57851929	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.121601	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Achillea filipendulina	906	Achillea filipendulina	5982446	57851938	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			1.89376	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Achillea millefolium subsp. millefolium	200529	Achillea millefolium subsp. millefolium	5982447	57851947	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.121601	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
