taxon_name,level_6
Populus trichocarpa,Populus
Sanguisorba stipulata,Sanguisorba
Alternanthera,Alternanthera
Chamaesyce-type,Chamaesyce
Filipendula rubra,Filipendula
Polygonum subsect. Polygonella,Polygonella
Arabis,Arabis
Chamaedaphne,Chamaedaphne
Hamamelis,Hamamelis
Maianthemum,Maianthemum
Rhamnus/Vitis,Rhamnus
Hamamelidaceae,Hamamelidaceae
Platanaceae,Platanaceae
Betulaceae/Myricaceae undiff.,Betulaceae
Kalmia,Kalmia
Betula costata,Betula
Betula dahurica,Betula
Betula ermanii,Betula
Betula schmidtii,Betula
Pinus koraiensis,Pinus
Symphoricarpos albus,Symphoricarpos
Circaea alpina,Circaea
Betula/Myrica,Betula/Myrica
cf. Rubus arcticus,Rubus
Acalypha-type,Acalypha
Acer negundo-type,Acer
Arceuthobium/Loranthaceae,Arceuthobium
Arecaceae undiff.,Arecaceae
Beta vulgaris-type,Beta
Bromeliaceae,Bromeliaceae
Bursera,Bursera
Byrsonima,Byrsonima
Ceratiola ericoides-type,Ceratiola
cf. Araliaceae,Araliaceae
cf. Oxalis,Oxalis
cf. Physalis,Physalis
cf. Weinmannia,Weinmannia
Chamaecrista fasciculata-type,Chamaecrista
Chamaecrista-type,Chamaecrista
Chamaecyparis-type,Chamaecyparis
Combretaceae/Melastomataceae undiff.,Combretaceae
Cyrilla racemiflora,Cyrilla
Dalea candida-type,Dalea
Froelichia-type,Amaranthaceae
Gentiana andrewsii-type,Gentiana
Gomphrena-type,Gomphrena
Hedyosmum,Hedyosmum
Iva frutescens-type,Iva
Lechea,Lechea
Ledum-type,Rhododendron
Ludwigia-type,Ludwigia
Lupinus-type,Lupinus
mimosoid clade,Fabaceae
Moraceae undiff.,Moraceae
Myrtaceae undiff.,Myrtaceae
Osmanthus,Osmanthus
Paronychia americana,Paronychia
Paronychia chartacea,Paronychia
Phoradendron,Phoradendron
Piperaceae-type,Piperaceae
Polygonum delopyrum-type,Polygonum
Polygonum fimbriatum-type,Polygonum
Polygonum polygamum-type,Polygonum
Polygonum tenue-type,Polygonum
Rhexia-type,Rhexia
Sapindus,Sapindus
Sisyrinchium,Sisyrinchium
Solanaceae undiff.,Solanaceae
Solanum rostratum,Solanum
Tillandsia,Tillandsia
Urticaceae undiff.,Urticaceae
Urticalean Rosids undiff.,Rosales
Ximenia,Ximenia
Xyris,Xyris
Zanthoxylum-type,Zanthoxylum
Pinus aristata-type,Pinus
Pinus flexilis-type,Pinus
Pinus ponderosa-type,Pinus
Berchemia scandens,Berchemia
Calycanthus,Calycanthus
Celtis/Maclura-type,Celtis
Cephalanthus occidentalis,Cephalanthus
Fraxinus quadrangulata/F. nigra-type,Fraxinus
Gleditsia,Gleditsia
Prunus americana-type,Prunus
Prunus virginiana-type,Prunus
Viburnum acerifolium-type,Viburnum
Viburnum lentago-type,Viburnum
Polygonum sect. Polygonum,Polygonum
Chamaedaphne calyculata,Chamaedaphne
Gaultheria,Gaultheria
Gaylussacia,Gaylussacia
Lithocarpus,Lithocarpus
Maclura,Maclura
Rumex/Oxyria digyna undiff.,Rumex
Sapindaceae,Sapindaceae
cf. Brassicaceae,Brassicaceae
cf. Quercus,Quercus
cf. Ranunculus,Ranunculus
Actaea-type,Actaea
Anemone patens,Pulsatilla
Anemone quinquefolia-type,Anemone
Asteraceae cf. Cirsium,Asteraceae
Calylophus,Oenothera
cf. Araceae,Araceae
cf. Cephalanthus,Cephalanthus
Kochia-type,Kochia
Mentzelia,Mentzelia
Momipites/Caryapollenites,Momipites
Picea indet.,Picea
Polygonum ramosissimum-type,Polygonum
Tsuga canadensis-type,Tsuga
Viburnum rafinesquianum-type,Viburnum
Leitneria floridana,Leitneria
cf. Amelanchier,Amelanchier
Ephedra (branched folds),Ephedra
Ephedra (simple folds),Ephedra
Pinus subg. Strobus (large),Pinus
Pinus subg. Strobus (small),Pinus
Salsola-type,Salsola
Rumex-type undiff.,Rumex
Zygophyllaceae,Zygophyllaceae
Acer-type,Acer
Ephedraceae,Ephedraceae
Quercus-type,Quercus
Saxifragaceae-type,Saxifragaceae
Cassiope tetragona,Cassiope
Cannabaceae sensu stricto undiff.,Cannabaceae
Quercus vaccinifolia,Quercus
cf. Rumex,Rumex
Betula glandulosa-type,Betula
Grossulariaceae,Grossulariaceae
cf. Sarcobatus vermiculatus,Sarcobatus
Populus grandidentata-type,Populus
Asteroideae (high spine),Asteraceae
Fritillaria,Fritillaria
Populus cf. P. tremuloides,Populus
Thuja,Thuja
Conioselinum,Conioselinum
Valeriana sitchensis,Valeriana
cf. Liliaceae,Liliaceae
Rosaceae (>20 µm),Rosaceae
Rosaceae (<20 µm),Rosaceae
Aegopodium podagraria,Aegopodium
Anthriscus cerefolium,Anthriscus
Astragalus onobrychis-type,Astragalus
Eremurus,Eremurus
Primula farinosa-type (large),Primula
Rheum officinale,Rheum
Saponaria,Saponaria
Ribes-type,Ribes
cf. Samolus,Samolus
cf. Gilia,Gilia
cf. Portulaca,Portulaca
Rosaceae cf. Holodiscus,Rosaceae
Vaccinium uliginosum-type,Vaccinium
Rosaceae/Quercus undiff.,Rosaceae/Fagaceae
Brassicaceae-type undiff.,Brassicaceae
Laportea-type,Laportea
Comptonia peregrina,Comptonia
Viburnum alnifolium,Viburnum
Batis,Batis
cf. Dodecatheon,Dodecatheon
cf. Limonium,Limonium
Collinsia,Collinsia
Cupressus,Cupressus
Heliantheae undiff.,Heliantheae
cf. Castilleja,Castilleja
Acer cf. A. pensylvanicum,Acer
Frangula purshiana-type,Frangula
Heuchera-type,Heuchera
Pinus contorta/P. ponderosa,Pinus
Pinus monticola/P. albicaulis,Pinus
Populus trichocarpa-type,Populus
Prunus cf. P. serotina,Prunus
Prunus-type undiff.,Prunus
Normapolles,undiff
Potentilla/Comarum,Potentilla/Comarum
Sorbus torminalis,Torminalis
Claytonia arctica,Claytonia
Claytonia undiff.,Claytonia
Pinus strobus-type,Pinus
Thuja plicata-type,Thuja
Sphaeralcea-type,Sphaeralcea
Cannabaceae cf. Humulus,Cannabaceae
cf. Fraxinus,Fraxinus
cf. Phacelia,Phacelia
Ranunculaceae cf. Aconitum,Ranunculaceae
Rosaceae cf. Adenostoma,Rosaceae
Betula (>20 µm),Betula
Betula (<20 µm),Betula
Acer cf. A. glabrum,Acer
Plectritis,Plectritis
Quercus garryana,Quercus
Oxytropis-type,Oxytropis
Betula sect. Apterocaryon-type,Betula
Betula sect. Betula-type,Betula
Ulmus sp.,Ulmus
Betula papyrifera,Betula
Morus rubra,Morus
Pinus resinosa,Pinus
cf. Centaurium,Centaurium
cf. Euphorbia,Euphorbia
cf. Lonicera,Lonicera
Berlandiera-type,Berlandiera
Bumelia,Sideroxylon
Cecropia,Cecropia
cf. Bocconia,Bocconia
cf. Viola,Viola
Eugenia,Eugenia
Meliaceae/Sapotaceae undiff.,Meliaceae
Myrsine,Myrsine
Pinus clausa-type,Pinus
Brassicaceae cf. Brassica,Brassicaceae
cf. Eriogonum,Eriogonum
cf. Phacelia hastata,Phacelia
cf. Sambucus,Sambucus
Rhus/Toxicodendron cf. T. radicans,Rhus
Campanula aparinoides-type,Campanula
Koenigia alaskana,Koenigia
cf. Descurainia,Descurainia
Comandra,Comandra
Lilium philadelphicum-type,Lilium
Lysimachia quadriflora-type,Lysimachia
Pilea-type,Pilea
Viscaceae sensu stricto,Viscaceae
Plantago/Thalictrum,Plantago
Ribes aureum,Ribes
Boerhavia,Boerhavia
Claytonia sarmentosa,Claytonia
Claytoniella vassilievii,Montia
Diospyros,Diospyros
cf. Ceanothus velutinus,Ceanothus
cf. Scrophulariaceae,Scrophulariaceae
Combretaceae/Melastomataceae,Combretaceae
Styloceras,Styloceras
Viscaceae sensu stricto undiff.,Viscaceae
Alnus rhombifolia-type,Alnus
Berberis-type,Berberis
Fraxinus latifolia-type,Fraxinus
Phlox-type,Phlox
Triantha glutinosa,Triantha
Parthenocissus vitacea,Parthenocissus
Boehmeria,Boehmeria
Dracocephalum-type,Dracocephalum
Prunus/Amelanchier,Prunus
Trixis,Trixis
Araceae-type,Araceae
Picea rubens-type,Picea
Betula cf. B. fruticosa,Betula
Betula cf. B. pendula,Betula
Acer rubrum-type,Acer
Iva-type,Iva
Magnolia virginiana-type,Magnolia
Coniferae,Pinales
Combretaceae,Combretaceae
Myrtaceae,Myrtaceae
Parthenocissus-type,Parthenocissus
Pinus rigida,Pinus
Acer saccharum/A. nigrum,Acer
Acer spicatum-type,Acer
Physocarpus,Physocarpus
Pinus rigida-type,Pinus
Rhododendron subsect. Ledum/Chamaedaphne,Rhododendron
Taxodium-type,Taxodium
Taxus-type,Taxus
Acer sp.,Acer
cf. Parthenocissus,Parthenocissus
Ptelea trifoliata,Ptelea
Patrinia,Patrinia
Ulmus undiff.,Ulmus
Cucurbita,Cucurbita
Anthriscus caucalis,Anthriscus
cf. Sedum,Sedum
Hypericum undiff.,Hypericum
Sagina cf. S. nodosa,Sagina
Sorbus aria,Aria
Clethra-type,Clethra
Abies sibirica,Abies
Alnus hirsuta-type,Alnus
Aquilegia undiff.,Aquilegia
Bergenia crassifolia,Bergenia
Cotoneaster,Cotoneaster
Illecebrum-type,Illecebrum
Iris germanica-type,Iris
Pedicularis oederi-type,Pedicularis
Rumex subg. Acetosa/Oxyria,Rumex
Solanum dulcamara-type,Solanum
Acacia-type,Acacia
Rhexia,Rhexia
Minuartia,Minuartia
Acanthaceae,Acanthaceae
Adenophora,Adenophora
Alangium,Alangium
Aphanamixis-type,Aphanamixis
Aporosa,Aporosa
Biebersteinia,Biebersteinia
Bignoniaceae undiff.,Bignoniaceae
Catalpa,Catalpa
Engelhardia,Engelhardia
Eurya-type,Eurya
Garcinia,Garcinia
Gesneriaceae,Gesneriaceae
Hippocastanoideae undiff.,Sapindaceae
Illicium,Illicium
Lauraceae,Lauraceae
Magnoliaceae,Magnoliaceae
Melastomataceae,Melastomataceae
Meliaceae undiff.,Meliaceae
Morina,Morina
Phyllanthus,Phyllanthus
Polygonum sp.,Polygonum
Pseudolarix,Pseudolarix
Reevesia,Reevesia
Salicaceae undiff.,Salicaceae
Schima-type,Schima
Schisandra,Schisandra
Styracaceae,Styracaceae
Tetracentron,Tetracentron
Tournefortia,Tournefortia
Tsuga dumosa,Tsuga
Alnus viridis subsp. fruticosa-type,Alnus
Pinus pumila,Pinus
Claytonia-type,Claytonia
Pinus subg. Pinus (large),Pinus
Pinus subg. Pinus (small),Pinus
Planera,Planera
Cassiope tetragona-type,Cassiope
Empetrum nigrum-type,Empetrum
cf. Convolvulus,Convolvulus
Trifolium arvense,Trifolium
Valeriana tripteris,Valeriana
Ephedra alata-type,Ephedra
Ephedra major-type,Ephedra
Ephedra sp.,Ephedra
Haplophyllum,Haplophyllum
Parrotia persica,Parrotia
Polygonum aviculare/Bistorta officinalis-type,Polygonum
Rubiaceae (hexacolpate),Rubiaceae
Mercurialis annua-type,Mercurialis
cf. Fabaceae,Fabaceae
Alchemilla group,Alchemilla
Anemone coronaria,Anemone
Arum,Arum
Blackstonia-type,Blackstonia
cf. Phillyrea,Phillyrea
cf. Plantago,Plantago
cf. Pterocarya fraxinifolia,Pterocarya
cf. Ranunculaceae,Ranunculaceae
Dipsacus/Cephalaria,Dipsacus
Genista group,Genista
Liliaceae sensu lato,Liliaceae
Lomelosia argentea-type,Lomelosia
Ostrya/Carpinus betulus-type,Ostrya
Platanus orientalis,Platanus
Polycnemum,Polycnemum
Ranunculus lanuginosus-type,Ranunculus
Rhinanthus group,Rhinanthus
Anchusa/Pulmonaria,Anchusa
Anisosciadium-type,Anisosciadium
Asperula-type,Asperula
Atractylis-type,Atractylis
Atraphaxis,Atraphaxis
Atriplex-type,Atriplex
Beta-type,Beta
Bongardia,Bongardia
Cephalaria,Cephalaria
Ceratocephala-type,Ceratocephala
cf. Abies,Abies
cf. Acantholimon,Acantholimon
cf. Aconitum,Aconitum
cf. Adonis,Adonis
cf. Astragalus-type,Astragalus
cf. Caucalis,Caucalis
cf. Loranthaceae,Loranthaceae
cf. Papaveraceae,Papaveraceae
cf. Thymelaeaceae,Thymelaeaceae
Cyclamen,Cyclamen
Datisca cannabina,Datisca
Ferula-type,Ferula
Filago,Filago
Gentiana olivieri-type,Gentiana
Hammada-type,Hammada
Hedysarum/Ebenus,Hedysarum
Hypericum hirtellum var. assyriacum-type,Hypericum
Inula-type,Inula
Legousia-type,Legousia
Onopordum-type,Onopordum
Psylliostachys,Psylliostachys
Psylliostachys spicata-type,Psylliostachys
Rumex cyprius-type,Rumex
Rumex patientia-type,Rumex
Sanicula,Sanicula
Urtica pilulifera-type,Urtica
cf. Rhamnaceae,Rhamnaceae
Paronychia/Herniaria-type,Paronychia
Podocarpaceae,Podocarpaceae
Polygonaceae (excluding Rumex),Polygonaceae
