taxon_name,level_6
Spermatophyta undiff. (shrubs),undiff
Amorpha-type,Amorpha
Dalea candida,Dalea
Dalea purpurea-type,Dalea
Dalea undiff.,Dalea
Populus tremuloides-type,Populus
Populus undiff.,Populus
Ranunculaceae (tricolpate),Ranunculaceae
Eupatorium,Eupatorium
Pinus banksiana,Pinus
Diapensia,Diapensia
Hedysarum-type,Hedysarum
Micranthes foliolosa-type,Micranthes
Micranthes hieraciifolia-type,Micranthes
Monotropoideae,Ericaceae
Pedicularis langsdorffii,Pedicularis
Picea/Pinus undiff.,Picea
Plantago canescens-type,Plantago
Saxifraga tricuspidata-type,Saxifraga
Calluna,Calluna
Centaurea-type,Centaurea
Corylus-type,Corylus
Erica-type,Erica
Lactuca,Lactuca
Narthecium,Narthecium
Pulmonaria obscura-type,Pulmonaria
Rhinanthus,Rhinanthus
Saxifraga-type,Saxifraga
Ulex,Ulex
Chenopodiaceae sensu stricto,Amaranthaceae
Gentianella,Gentianella
Bistorta bistortoides,Bistorta
Claytonia,Claytonia
Micranthes foliolosa,Micranthes
Rumex subg. Acetosa,Rumex
Abies alba,Abies
Avena-type,Avena
Barbarea-type,Barbarea
Cardamine pratensis-type,Cardamine
Chamaenerion angustifolium,Chamaenerion
Ephedra foeminea-type,Ephedra
Fagus sylvatica,Fagus
Lamium-type,Lamium
Larix decidua,Larix
Petasites-type,Petasites
Pleurospermum,Pleurospermum
Secale-type,Secale
Silene-type undiff.,Silene
Viburnum undiff.,Viburnum
cf. Valeriana,Valeriana
Hippophaë,Hippophae
Lonicera-type,Lonicera
Oxalis-type,Oxalis
Oxyria-type,Oxyria
Portulaca,Portulaca
Triticum,Triticum
Acer platanoides,Acer
Fagopyrum esculentum,Fagopyrum
Fagopyrum tataricum,Fagopyrum
Fagopyrum undiff.,Fagopyrum
Hippophaë rhamnoides,Hippophae
Knautia arvensis,Knautia
Thalictrum aquilegiifolium,Thalictrum
Thalictrum lucidum,Thalictrum
Thalictrum undiff.,Thalictrum
Alnus viridis subsp. crispa,Alnus
Fraxinus americana,Fraxinus
Myricaceae undiff.,Myricaceae
Picea cf. P. glauca,Picea
Picea cf. P. mariana,Picea
Pinus det. P. banksiana/P. resinosa,Pinus
Pinus det. P. strobus,Pinus
Abies lasiocarpa,Abies
Acer glabrum,Acer
Agoseris glauca-type,Agoseris
Cornus sericea,Cornus
Larix/Pseudotsuga,Larix
Solidago canadensis,Solidago
Corylus/Myrica,Corylus
Hypericaceae,Hypericaceae
Matricaria,Matricaria
Tilia platyphyllos,Tilia
cf. Celtis,Celtis
cf. Euphorbiaceae,Euphorbiaceae
cf. Phlox,Phlox
cf. Silene,Silene
Pinus edulis-type,Pinus
Sarcobatus,Sarcobatus
Arbutus unedo,Arbutus
Armeria maritima (type A),Armeria
Conopodium-type,Conopodium
Erica tetralix,Erica
Lonicera periclymenum,Lonicera
Myrica gale,Myrica
Narthecium ossifragum,Narthecium
Potentilla undiff.,Potentilla
Urtica dioica,Urtica
Vicia,Vicia
Ilex/Nemopanthus,Ilex
Betula (small),Betula
Acer macrophyllum,Acer
Alnus rubra,Alnus
Alnus viridis subsp. sinuata,Alnus
Aquilegia,Aquilegia
Cornus undiff.,Cornus
Alnus (hexaporate),Alnus
Amelanchier,Amelanchier
Chrysolepis,Chrysolepis
Cercis,Cercis
Nyctaginaceae,Nyctaginaceae
Pinus edulis,Pinus
Pinus flexilis,Pinus
Pinus ponderosa,Pinus
Asteroideae (coarse spine),Asteraceae
Asteroideae (large),Asteraceae
Pinus aristata,Pinus
Pinus (large),Pinus
Pinus (small),Pinus
Myricaceae,Myricaceae
Spermatophyta undiff. (trees/shrubs),undiff
Dalea purpurea,Dalea
Alnus viridis subsp. crispa-type,Alnus
Avena/Triticum,Avena/Triticum
Brassica,Brassica
Caryophyllaceae cf. Dianthus,Caryophyllaceae
Melilotus-type,Melilotus
Populus balsamifera-type,Populus
Ranunculus pensylvanicus-type,Ranunculus
Syringa vulgaris,Syringa
Ambrosia/Iva annua,Ambrosia
Angiospermae undiff. (hardwood trees),undiff
Anacardiaceae undiff.,Anacardiaceae
Asteraceae (high spine),Asteraceae
Asteraceae (low spine),Asteraceae
Fraxinus pennsylvanica/F. americana-type,Fraxinus
Prunus/Sorbus,Prunus
Rosaceae (trees),Rosaceae
Chrozophora tinctoria,Chrozophora
Phlox sibirica,Phlox
Saxifraga hirculus,Saxifraga
Chamaecyparis thyoides,Chamaecyparis
Elymus,Elymus
Rhamnaceae/Vitaceae,Rhamnaceae
Pseudotsuga menziesii,Pseudotsuga
Ranunculus lingua,Ranunculus
Acer circinatum,Acer
Alnus rubra-type,Alnus
Robinia,Robinia
Pinaceae undiff.,Pinaceae
Mitella,Mitella
Planera aquatica,Planera
Actaea rubra,Actaea
Mitchella repens,Mitchella
Myrica/Comptonia peregrina,Myrica
Sambucus racemosa,Sambucus
cf. Dryas,Dryas
Lotus,Lotus
Allenrolfea occidentalis,Allenrolfea
Cactaceae,Cactaceae
Ephedra nevadensis,Ephedra
Ephedra viridis,Ephedra
Armeria maritima,Armeria
Bistorta vivipara-type,Bistorta
cf. Diapensia lapponica,Diapensia
Comarum palustre-type,Comarum
Fagus grandifolia,Fagus
Oxyria digyna-type,Oxyria
Viburnum edule,Viburnum
Cornus sericea-type,Cornus
Lycopus-type,Lycopus
Betula glandulosa,Betula
Adenostoma fasciculatum,Adenostoma
Adenostoma sparsifolium,Adenostoma
Mentha,Mentha
Pinus jeffreyi-type,Pinus
Quercus chrysolepis,Quercus
Quercus undiff.,Quercus
Trillium,Trillium
Ulmus/Zelkova,Ulmus/Zelkova
Chrysolepis/Lithocarpus,Chrysolepsis
Hydrophyllum,Hydrophyllum
Pinus monticola-type,Pinus
Sequoia,Sequoia
Garrya,Garrya
Navarretia,Navarretia
Alnus (triporate),Alnus
Pinus monticola,Pinus
Purshia,Purshia
Picea glauca-type,Picea
Picea mariana-type,Picea
Solidago-type,Solidago
Castanea dentata,Castanea
Celtis occidentalis,Celtis
Corylus cornuta,Corylus
Platanus occidentalis,Platanus
Tsuga canadensis,Tsuga
Juniperus/Calocedrus,Juniperus
Quercus vaccinifolia-type,Quercus
Leptospermum,Leptospermum
Fraxinus (tetracolpate),Fraxinus
Fraxinus (tricolpate),Fraxinus
Alnus viridis subsp. sinuata-type,Alnus
Rhamnaceae undiff.,Rhamnaceae
Camassia,Camassia
Betula/Corylus/Myrica,Fagales
Polygonum oxyspermum subsp. raii,Polygonum
Symphoricarpos,Symphoricarpos
cf. Aquilegia,Aquilegia
cf. Castanopsis,Castanopsis
cf. Collinsia,Collinsia
cf. Linanthus,Linanthus
cf. Lupinus,Lupinus
Phacelia,Phacelia
Sequoiadendron,Sequoiadendron
Abies balsamea,Abies
Larix laricina,Larix
Lycopus,Lycopus
Nemopanthus,Ilex
Pinus banksiana-type,Pinus
Taxus canadensis,Taxus
Tilia americana,Tilia
Viburnum nudum,Viburnum
cf. Vitis,Vitis
Liquidambar styraciflua,Liquidambar
Liriodendron tulipifera,Liriodendron
Serenoa,Serenoa
Fallopia convolvulus,Fallopia
Holodiscus,Holodiscus
Parietaria,Parietaria
Sium,Sium
Solidago,Solidago
Helianthus,Helianthus
Iva,Iva
Lysichiton americanus,Lysichiton
Boraginaceae undiff.,Boraginaceae
Castilleja,Castilleja
Cryptantha,Cryptantha
Erodium cicutarium,Erodium
Kallstroemia,Kallstroemia
Larrea,Larrea
Linanthus,Linanthus
Malvaceae undiff.,Malvaceae
Opuntia,Opuntia
Elaeagnaceae undiff.,Elaeagnaceae
Cornus suecica-type,Cornus
Crassula,Crassula
Crassulaceae undiff.,Crassulaceae
Illecebrum,Illecebrum
Prunus pensylvanica,Prunus
Prunus undiff.,Prunus
Rhus typhina-type,Rhus
Rumex acetosella-type,Rumex
Sambucus undiff.,Sambucus
Stachys sylvatica-type,Stachys
Tsuga undiff.,Tsuga
Zea,Zea
Nyssa sylvatica,Nyssa
Suaeda calceoliformis,Suaeda
Ericaceae-type,Ericaceae
Humulus-type,Humulus
Myrica-type,Myrica
Arceuthobium pusillum,Arceuthobium
cf. Cupressaceae,Cupressaceae
cf. Morus,Morus
Chamaesyce,Euphorbia
Hudsonia,Hudsonia
Cercocarpus/Purshia,Cercocarpus
Gentiana undiff.,Gentiana
Primulaceae undiff.,Primulaceae
Angiospermae undiff. (upland herbs),undiff
Salix herbacea,Salix
Salix undiff.,Salix
cf. Bistorta bistortoides,Bistorta
Chamaebatiaria millefolium,Chamaebatiaria
Monardella,Monardella
Iris versicolor,Iris
Celtis-type,Celtis
cf. Verbenaceae,Verbenaceae
Lamium,Lamium
Penstemon,Penstemon
Berberis repens,Mahonia
cf. Ceanothus,Ceanothus
Holodiscus-type,Holodiscus
Fragaria-type,Fragaria
Leptosiphon,Leptosiphon
Anchusa,Anchusa
Fumana-type,Fumana
Linum catharticum,Linum
Quercus ilex,Quercus
Ulex-type,Ulex
Anarrhinum,Anarrhinum
Asphodelus-type,Asphodelus
Erica arborea,Erica
Erica australis,Erica
Erica umbellata,Erica
Herniaria,Herniaria
Hornungia-type,Hornungia
Lithospermum,Lithospermum
Onobrychis,Onobrychis
Paronychia,Paronychia
Sinapis,Sinapis
Spermatophyta undiff. (deciduous trees),undiff
Lathyrus,Lathyrus
Sambucus nigra,Sambucus
Avena,Avena
Heracleum sphondylium,Heracleum
Oxyria,Oxyria
Prunus spinosa,Prunus
Caprifoliaceae sensu lato undiff.,Caprifoliaceae
cf. Myrica,Myrica
Fraxinus americana-type,Fraxinus
Juniperus communis/Thuja occidentalis-type,Juniperus
Morus rubra-type,Morus
Rumex-type,Rumex
Smilax,Smilax
Taxodium,Taxodium
Pedicularis undiff.,Pedicularis
Rubus arcticus,Rubus
Aralia hispida,Aralia
Carya ovata,Carya
Cornus alternifolia,Cornus
Viburnum lentago,Viburnum
Tsuga diversifolia,Tsuga
Cannabaceae sensu stricto,Cannabaceae
Maclura pomifera-type,Maclura
Tidestromia-type,Tidestromia
Chrysolepis-type,Chrysolepsis
Fraxinus latifolia,Fraxinus
Shepherdia canadensis-type,Shepherdia
Taxus brevifolia,Taxus
Ceratiola ericoides,Ceratiola
Sabal,Sabal
Oenothera,Oenothera
Arceuthobium americanum,Arceuthobium
Betula det. shrub,Betula
Betula det. tree,Betula
Picea det. P. glauca,Picea
Picea det. P. mariana,Picea
Diospyros-type,Diospyros
Rhamnaceae/Vitaceae undiff.,Rhamnaceae
Impatiens capensis,Impatiens
Caltha leptosepala,Caltha
Coptis aspleniifolia,Coptis
Gentiana douglasiana,Gentiana
Arecaceae-type undiff.,Arecaceae
Avicennia,Avicennia
Coccoloba,Coccoloba
Conocarpus,Conocarpus
Eugenia-type,Eugenia
Forestiera,Forestiera
Laguncularia,Laguncularia
Rhizophora,Rhizophora
Rhus/Toxicodendron,Rhus
Rutaceae undiff.,Rutaceae
Sapindaceae undiff.,Sapindaceae
Rhododendron subsect. Ledum/Chamaedaphne calyculata,Rhododendron
Toxicodendron radicans,Toxicodendron
cf. Oxyria digyna,Oxyria
Nemopanthus mucronatus,Ilex
Oxytropis maydelliana-type,Oxytropis
Pinus resinosa-type,Pinus
Prunus virginiana,Prunus
Rosaceae cf. Prunus serotina,Rosaceae
Salix herbacea-type,Salix
Salix vestita-type,Salix
Acer nigrum,Acer
Carya cordiformis,Carya
Populus deltoides-type,Populus
Agastache,Agastache
Cistanthe,Cistanthe
Ligusticum,Ligusticum
Polygonum sect. Duravia,Polygonum
Ranunculus orthorhynchus,Ranunculus
Pinus/Picea,Pinus/Picea
Anthyllis vulneraria,Anthyllis
Dianthus-type,Dianthus
Erica tetralix-type,Erica
Mimulus,Mimulus
Montia fontana,Montia
Ononis,Ononis
Pinguicula,Pinguicula
Silene flos-cuculi,Silene
Stellaria holostea,Rabelera
Adenostyles,Adenostyles
Calceolaria,Calceolaria
Coronilla,Coronilla
Dalechampia,Dalechampia
Gladiolus,Gladiolus
Ligustrum vulgare,Ligustrum
Lilium martagon,Lilium
Limosella,Limosella
Malva-type,Malva
Portulaca oleracea-type,Portulaca
Primula vulgaris,Primula
Silene dioica,Silene
Iva undiff.,Iva
Lagotis,Lagotis
Gentianaceae undiff.,Gentianaceae
Bidens,Bidens
Persicaria maculosa,Persicaria
Trifolium repens,Trifolium
Salix reticulata-type,Salix
Myrica/Comptonia,Myrica
Pinus subsect. Cembroides,Pinus
Rhamnus alnifolia/Frangula alnus,Rhamnus
Pedicularis verticillata,Pedicularis
Agave,Agave
Allionia,Allionia
Canotia,Canotia
Fouquieria,Fouquieria
Hydrophyllaceae,Hydrophyllaceae
Mimosa,Mimosa
Parkinsonia,Parkinsonia
Simmondsia chinensis,Simmondsia
Tidestromia,Tidestromia
Yucca,Yucca
Anemone canadensis-type,Anemone
Campanula rotundifolia-type,Campanula
Cardueae,Asteraceae
cf. Parnassia,Parnassia
Gaura,Oenothera
Momipites,Momipites
Pediomelum-type,Pediomelum
Pinaceae (vesiculate) undiff.,Pinaceae
Ranunculaceae (pericolpate),Ranunculaceae
Ranunculaceae (tricolpate) undiff.,Ranunculaceae
Symphoricarpos-type,Symphoricarpos
Zigadenus,Zigadenus
Apocynum,Apocynum
Dicentra,Dicentra
Menispermum,Menispermum
Monotropa,Monotropa
Fritillaria camschatcensis,Fritillaria
Oplopanax horridus,Oplopanax
Picea sitchensis,Picea
Populus trichocarpa,Populus
Sanguisorba stipulata,Sanguisorba
Alternanthera,Alternanthera
Chamaesyce-type,Chamaesyce
Filipendula rubra,Filipendula
Polygonum subsect. Polygonella,Polygonella
Arabis,Arabis
Chamaedaphne,Chamaedaphne
Rhamnus/Vitis,Rhamnus
Platanaceae,Platanaceae
Betulaceae/Myricaceae undiff.,Betulaceae
cf. Hypericum,Hypericum
Kalmia,Kalmia
Amygdaloideae,Rosaceae
cf. Primula,Primula
Symphoricarpos albus,Symphoricarpos
Circaea alpina,Circaea
Astragalus alpinus,Astragalus
Betula/Myrica,Betula/Myrica
cf. Rubus arcticus,Rubus
Rhododendron-type,Rhododendron
Acer negundo-type,Acer
Arceuthobium/Loranthaceae,Arceuthobium
Arecaceae undiff.,Arecaceae
Beta vulgaris-type,Beta
Bromeliaceae,Bromeliaceae
Bursera,Bursera
Byrsonima,Byrsonima
Ceratiola ericoides-type,Ceratiola
cf. Araliaceae,Araliaceae
cf. Oxalis,Oxalis
cf. Physalis,Physalis
cf. Weinmannia,Weinmannia
Chamaecrista fasciculata-type,Chamaecrista
Chamaecrista-type,Chamaecrista
Chamaecyparis-type,Chamaecyparis
Combretaceae/Melastomataceae undiff.,Combretaceae
Cyrilla racemiflora,Cyrilla
Dalea candida-type,Dalea
Engelhardia-type,Engelhardia
Froelichia-type,Amaranthaceae
Gentiana andrewsii-type,Gentiana
Gomphrena-type,Gomphrena
Hedyosmum,Hedyosmum
Iva frutescens-type,Iva
Lechea,Lechea
Ledum-type,Rhododendron
Ludwigia-type,Ludwigia
Lupinus-type,Lupinus
Moraceae undiff.,Moraceae
Myrtaceae undiff.,Myrtaceae
Paronychia americana,Paronychia
Paronychia chartacea,Paronychia
Phoradendron,Phoradendron
Piperaceae-type,Piperaceae
Polygonum delopyrum-type,Polygonum
Polygonum fimbriatum-type,Polygonum
Polygonum polygamum-type,Polygonum
Polygonum tenue-type,Polygonum
Rhexia-type,Rhexia
Solanaceae undiff.,Solanaceae
Solanum rostratum,Solanum
Tillandsia,Tillandsia
Urticaceae undiff.,Urticaceae
Urticalean Rosids undiff.,Rosales
Ximenia,Ximenia
Xyris,Xyris
Zanthoxylum-type,Zanthoxylum
Pinus aristata-type,Pinus
Pinus flexilis-type,Pinus
Pinus ponderosa-type,Pinus
Berchemia scandens,Berchemia
Calycanthus,Calycanthus
Celtis/Maclura-type,Celtis
Cephalanthus occidentalis,Cephalanthus
Fraxinus quadrangulata/F. nigra-type,Fraxinus
Gleditsia,Gleditsia
Prunus americana-type,Prunus
Prunus virginiana-type,Prunus
Viburnum acerifolium-type,Viburnum
Viburnum lentago-type,Viburnum
Chamaedaphne calyculata,Chamaedaphne
Gaultheria,Gaultheria
Gaylussacia,Gaylussacia
Pyrus-type,Pyrus
Empetrum-type,Empetrum
Montia,Montia
Achillea,Achillea
Berula-type,Berula
Scleranthus perennis,Scleranthus
Adoxa moschatellina,Adoxa
Astragalus cf. A. glycyphyllos,Astragalus
Avena/Triticum-type,Poaceae
Hypericum perforatum,Hypericum
Juniperus communis,Juniperus
Lysimachia-type,Lysimachia
Potentilla recta,Potentilla
Prunus padus,Prunus
Sorbus aucuparia,Sorbus
Valeriana officinalis,Valeriana
Maclura,Maclura
Hippocastanoideae,Sapindaceae
Rumex/Oxyria digyna undiff.,Rumex
Rumex subg. Rumex,Rumex
Arctous alpina,Arctostaphylos
Artemisia norvegica,Artemisia
Astragalus frigidus,Astragalus
Convallaria,Convallaria
Gentiana campestris,Gentianella
Gentiana nivalis,Gentiana
Micranthes stellaris,Micranthes
Ranunculus sp.,Ranunculus
Rubus sp.,Rubus
Rumex longifolius,Rumex
Silene acaulis,Silene
Angelica-type,Angelica
Astragalus cf. A. alpinus,Astragalus
Geranium sylvaticum-type,Geranium
Rumex acetosa/R. acetosella-type,Rumex
Tofieldia pusilla,Tofieldia
Valeriana excelsa subsp. sambucifolia-type,Valeriana
Arctium-type,Arctium
Cannabaceae undiff.,Cannabaceae
Geranium sylvaticum,Geranium
Silene acaulis-type,Silene
Artemisia cf. A. norvegica,Artemisia
Galeopsis-type,Galeopsis
Lobelia dortmanna,Lobelia
Populus tremula,Populus
Rumex longifolius-type,Rumex
Saxifraga cespitosa-type,Saxifraga
Cerastium,Cerastium
cf. Artemisia,Artemisia
cf. Brassicaceae,Brassicaceae
cf. Carpinus,Carpinus
cf. Ephedra fragilis,Ephedra
cf. Ilex,Ilex
cf. Mercurialis,Mercurialis
cf. Prunus,Prunus
cf. Quercus,Quercus
cf. Ranunculus,Ranunculus
cf. Thalictrum,Thalictrum
cf. Urtica,Urtica
Ephedra distachya subsp. helvetica-type,Ephedra
Erica,Erica
Helianthemum-type,Helianthemum
Actaea-type,Actaea
Anemone patens,Pulsatilla
Anemone quinquefolia-type,Anemone
Asteraceae cf. Cirsium,Asteraceae
Calylophus,Oenothera
cf. Araceae,Araceae
cf. Cephalanthus,Cephalanthus
Mentzelia,Mentzelia
Momipites/Caryapollenites,Momipites
Picea indet.,Picea
Polygonum ramosissimum-type,Polygonum
Tsuga canadensis-type,Tsuga
Viburnum rafinesquianum-type,Viburnum
cf. Chrysosplenium,Chrysosplenium
cf. Cyperaceae-type,Cyperaceae
cf. Empetrum,Empetrum
cf. Larix,Larix
cf. Melampyrum,Melampyrum
cf. Saxifraga granulata,Saxifraga
cf. Scutellaria,Scutellaria
Cornus suecica (thick wall),Cornus
Ericaceae cf. Calluna,Ericaceae
Euphorbiaceae cf. Mercurialis,Euphorbiaceae
Onagraceae cf. Epilobium,Onagraceae
Rubus cf. R. idaeus,Rubus
Anagallis cf. A. arvensis,Lysimachia
Anagallis cf. A. tenella,Lysimachia
cf. Frangula alnus,Frangula
cf. Lycopsis arvensis,Lycopsis
cf. Myricaria germanica,Myricaria
Diapensia lapponica,Diapensia
Polygonum cf. P. aviculare,Polygonum
Primula farinosa,Primula
Rumex cf. R. longifolius,Rumex
"Alnus (shrub, pale shallow pores)",Alnus
"Alnus (tree, robust deep pores)",Alnus
Betula (hybrid),Betula
Cannabaceae cf. Cannabis sativa,Cannabaceae
Centaurea cf. C. cyanus,Centaurea
cf. Gentiana pneumonanthe,Gentiana
Chamaenerion-type,Chamaenerion
Chrysosplenium-type,Chrysosplenium
Micranthes cf. M. stellaris,Micranthes
Plantago cf. P. coronopus,Plantago
Saxifraga cf. S. oppositifolia,Saxifraga
Spergularia,Spergularia
Leitneria floridana,Leitneria
cf. Amelanchier,Amelanchier
Ephedra (branched folds),Ephedra
Ephedra (simple folds),Ephedra
Pinus subg. Strobus (large),Pinus
Pinus subg. Strobus (small),Pinus
Salsola-type,Salsola
Lonicera caerulea,Lonicera
Rumex-type undiff.,Rumex
Acer-type,Acer
Cichorieae,Asteraceae
Pedicularis-type,Pedicularis
Quercus-type,Quercus
Saxifragaceae-type,Saxifragaceae
Cassiope tetragona,Cassiope
Cannabaceae sensu stricto undiff.,Cannabaceae
Quercus vaccinifolia,Quercus
cf. Rumex,Rumex
Lactuca-type,Lactuca
Betula glandulosa-type,Betula
cf. Sarcobatus vermiculatus,Sarcobatus
Populus grandidentata-type,Populus
Asteroideae (high spine),Asteraceae
Fritillaria,Fritillaria
Populus cf. P. tremuloides,Populus
Thuja,Thuja
Conioselinum,Conioselinum
Valeriana sitchensis,Valeriana
cf. Liliaceae,Liliaceae
Malus,Malus
Rosaceae (>20 µm),Rosaceae
Rosaceae (<20 µm),Rosaceae
Anagallis arvensis,Lysimachia
Corylus avellana-type,Corylus
Jasione montana,Jasione
Vicia sylvatica-type,Vicia
Lonicera xylosteum,Lonicera
Vicia cracca-type,Vicia
Carum carvi,Carum
Chamaenerion angustifolium-type,Chamaenerion
Daucus,Daucus
Sanicula europaea,Sanicula
Silenoideae-type,Caryophyllaceae
Gagea,Gagea
Pinus cembra-type,Pinus
Plantago sp.,Plantago
Pulmonaria,Pulmonaria
Koenigia alpina,Koenigia
Pleurospermum austriacum,Pleurospermum
Scleranthus annuus,Scleranthus
Soldanella,Soldanella
Valeriana dioica-type,Valeriana
Veratrum-type,Veratrum
Centaurea stoebe-type,Centaurea
Galeopsis,Galeopsis
Gentiana asclepiadea-type,Gentiana
Lysimachia vulgaris,Lysimachia
Ribes cf. R. alpinum,Ribes
Sambucus cf. S. ebulus,Sambucus
Valeriana dioica subsp. simplicifolia,Valeriana
Viola arvensis-type,Viola
Comarum-type,Comarum
Lysimachia nemorum,Lysimachia
Pinguicula vulgaris,Pinguicula
Helianthemum oelandicum subsp. alpestris-type,Helianthemum
Paradisea liliastrum,Paradisea
Pinus cembra,Pinus
Plantago atrata-type,Plantago
Spermatophyta undiff. (cf. upland herbs),undiff
Centaurea nigra,Centaurea
Odontites,Odontites
Thalictrum-type,Thalictrum
Centaurea jacea,Centaurea
Linum usitatissimum,Linum
Lotus pedunculatus,Lotus
Polygonum-type sensu lato,Polygonum
Reseda,Reseda
Scleranthus,Scleranthus
Spergula arvensis,Spergula
Vicia cracca,Vicia
Centaurea collina,Centaurea
Quercus suber-type,Quercus
Quercus robur,Quercus
Lycopsis arvensis-type,Lycopsis
Rhus coriaria-type,Rhus
Vicia/Lathyrus,Vicia
Iris pseudacorus-type,Iris
Jasione montana-type,Jasione
Succisa-type,Succisa
Tilia platyphyllos-type,Tilia
Cerastium alpinum-type,Cerastium
Cerastium undiff.,Cerastium
Cirsium/Carduus,Cirsium
Filipendula vulgaris,Filipendula
Hypericum pulchrum-type,Hypericum
Prunus cf. P. padus,Prunus
Rubus saxatilis,Rubus
Salix pentandra-type,Salix
