taxon_name,Pollen_type
Campanula-type,Phyteuma-type
Campanula cf. C. rotundifolia,Phyteuma-type
Phyteuma-type,Phyteuma-type
Campanula rotundifolia,Phyteuma-type
Phyteuma,Phyteuma-type
Phyteuma hemisphaericum,Phyteuma-type
Campanula rapunculoides,Campanula trachelium-type
Campanula barbata,Campanula trachelium-type
Campanula trachelium-type,Campanula trachelium-type
Legousia-type,Legousia-type
Legousia,Legousia-type
Michauxia,Michauxia
Carpinus,Carpinus betulus
Carpinus betulus,Carpinus betulus
Carpinus-type,Carpinus betulus
Carpinus cf. C. betulus,Carpinus betulus
Carpinus betulus-type,Carpinus betulus
Carpinus triporat,Carpinus betulus
Celtis,Celtis
Celtis australis,Celtis
Celtis-type,Celtis
Juglans,Juglans
Juglans-type,Juglans
Juglans regia,Juglans regia
Juglans nigra,Juglans nigra
Myriophyllum,Myriophyllum
Myriophyllum undifferentiated,Myriophyllum
Haloragaceae,Myriophyllum
Myriophyllum cf. M. spicatum,Myriophyllum
Myriophyllum cf. M. verticillatum,Myriophyllum
Myriophyllum cf. M. alterniflorum,Myriophyllum
Myriophyllum-type,Myriophyllum
Myriophyllum indeterminata,Myriophyllum
Myriophyllum sp.,Myriophyllum
Myriophyllum alterniflorum,Myriophyllum alterniflorum
Myriophyllum alterniflorum-type,Myriophyllum alterniflorum
Myriophyllum spicatum,Myriophyllum spicatum
Myriophyllum spicatum-type,Myriophyllum spicatum
Myriophyllum epectinatum,Myriophyllum spicatum
Myriophyllum spicatum/M. verticillatum,Myriophyllum spicatum/M. verticillatum
Myriophyllum verticillatum,Myriophyllum verticillatum
Myriophyllum verticillatum-type,Myriophyllum verticillatum
Myriophyllum heterophyllum,Myriophyllum heterophyllum
Pistacia,Pistacia
Pistacia lentiscus,Pistacia
Pistacia terebinthus,Pistacia
Pterocarya,Pterocarya
Pterocarya pterocarpa,Pterocarya
Pterocarya fraxinifolia,Pterocarya
Juglandaceae,Juglandaceae
Juglandaceae-type,Juglandaceae
Theligonum,Theligonum cynocrambe
Theligonum cynocrambe,Theligonum cynocrambe
Ulmus,Ulmus/Zelkova
Zelkova,Ulmus/Zelkova
Ulmus minor,Ulmus/Zelkova
Ulmus glabra,Ulmus/Zelkova
Ulmus undifferentiated,Ulmus/Zelkova
Ulmus laevis,Ulmus/Zelkova
Ulmus (type A),Ulmus/Zelkova
Ulmus (type B),Ulmus/Zelkova
Ulmus pumila,Ulmus/Zelkova
Zelkova abelicea,Ulmus/Zelkova
Ulmus/Zelkova,Ulmus/Zelkova
Ulmus-type,Ulmus/Zelkova
Ulmus campestris,Ulmus/Zelkova
Ulmaceae,Ulmus/Zelkova
Ulmus glabra-type,Ulmus/Zelkova
Ulmus sp.,Ulmus/Zelkova
Ulmus scabra,Ulmus/Zelkova
Nerium,Nerium oleander
Nerium oleander,Nerium oleander
Buxus,Buxus
Buxus sempervirens,Buxus
Buxus sempervirens-type,Buxus
Polygonum (pericolpate/periporate),Polygonum (pericolpate/periporate)
Polygonum aquatic,Polygonum (pericolpate/periporate)
Polygonum persicaria,Polygonum persicaria-type
Polygonum persicaria-type,Polygonum persicaria-type
Polygonum sect. Persicaria,Polygonum persicaria-type
Polygonum lapathifolium,Polygonum persicaria-type
Polygonum lapathifolium-type,Polygonum persicaria-type
Polygonum cf. P. lapathifolium,Polygonum persicaria-type
Polygonum cf. P. persicaria,Polygonum persicaria-type
Polygonum hydrolapathum,Polygonum persicaria-type
Polygonum scabrum,Polygonum persicaria-type
Polygonum hydropiper-type,Polygonum persicaria-type
Polygonum persicaria-group,Polygonum persicaria-type
Polygonum minus-type,Polygonum persicaria-type
Polygonum hydropiper,Polygonum persicaria-type
Polygonum hydrolapathum-type,Polygonum persicaria-type
Persicaria maculosa-type,Polygonum persicaria-type
Persicaria-type,Polygonum persicaria-type
Calystegia,Calystegia
Calystegia-type,Calystegia
Calystegia sepium,Calystegia
Convolvulus sepium-type,Calystegia
Convolvulus sepium,Calystegia
Polycnemum/Paronychia,Polycnemum/Paronychia
Polycnemum,Polycnemum
Cerastium alpinum-type,Cerastium-type
Cerastium-type,Cerastium-type
Stellaria,Cerastium-type
Stellaria undifferentiated,Cerastium-type
Cerastium fontanum subsp. triviale,Cerastium-type
Cerastium undifferentiated,Cerastium-type
Stellaria-type,Cerastium-type
Cerastium,Cerastium-type
Cerastium/Stellaria,Cerastium-type
Stellaria palustris,Cerastium-type
Stellaria cf. S. nemorum,Cerastium-type
Stellaria cf. S. graminea,Cerastium-type
Cerastium fontanum-type,Cerastium-type
Cerastium arvense,Cerastium-type
Stellaria cf. S. palustris,Cerastium-type
Stellaria cf. S. media,Cerastium-type
Stellaria graminea,Cerastium-type
Stellaria nemorum,Cerastium-type
Cerastium cerastioides-type,Cerastium-type
Cerastium arvense-type,Cerastium-type
Cerastium fontanum,Cerastium-type
Cerastium fontanum-group,Cerastium-type
Cerastium uniflorum,Cerastium-type
Cerastium cerastioides,Cerastium-type
Stellaria cf. S. holostea,Cerastium-type
Stellaria alsine,Cerastium-type
Stellaria media,Cerastium-type
Stellaria alsine-type,Cerastium-type
Myosoton aquaticum,Myosoton aquaticum
Holosteum umbellatum,Holosteum umbellatum
Caryophyllaceae,Caryophyllaceae (periporate excl. Paronychioideae)
Caryophyllaceae undifferentiated,Caryophyllaceae (periporate excl. Paronychioideae)
Caryophyllaceae (periporate excl. Paronychioideae),Caryophyllaceae (periporate excl. Paronychioideae)
cf. Silene,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Cerastium,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Sagina,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Scleranthus,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Stellaria,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Cerastium glomeratum,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Silene albescens,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Silene ampullata,Caryophyllaceae (periporate excl. Paronychioideae)
Vaccaria/Petrorhagia,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Myosoton aquaticum,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Silene alba,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Lychnis,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Viscaria,Caryophyllaceae (periporate excl. Paronychioideae)
Caryophyllaceae subfam. Silenoideae-type,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Lychnis viscaria-type,Caryophyllaceae (periporate excl. Paronychioideae)
cf. Scleranthus annuus,Caryophyllaceae (periporate excl. Paronychioideae)
Caryophyllaceae p.p.,Caryophyllaceae (periporate excl. Paronychioideae)
Caryophyllaceae indeterminata,Caryophyllaceae (periporate excl. Paronychioideae)
Sagina,Sagina
Sagina-type,Sagina
Sagina cf. S. nodosa,Sagina
Sagina cf. S. procumbens,Sagina
Sagina nodosa,Sagina
Sagina procumbens,Sagina
Sagina saginoides,Sagina
Sagina nodosa-group,Sagina
Sagina caespitosa,Sagina
Scleranthus,Scleranthus
Scleranthus-type,Scleranthus
Scleranthus cf. S. annuus,Scleranthus
Scleranthus cf. S. perennis,Scleranthus
Scleranthus annuus,Scleranthus annuus
Scleranthus annuus-type,Scleranthus annuus
Scleranthus perennis,Scleranthus perennis
Scleranthus perennis-type,Scleranthus perennis
Lychnis flos-cuculi,Lychnis flos-cuculi
Lychnis flos-cuculi-type,Lychnis flos-cuculi
Silene dioica-type,Silene dioica-type
Melandrium rubrum,Silene dioica-type
Melandrium,Silene dioica-type
Silene dioica,Silene dioica-type
Silene conica,Silene dioica-type
Silene vulgaris-type,Silene vulgaris-type
Silene vulgaris ssp. maritima-type,Silene vulgaris-type
Silene vulgaris ssp. maritima,Silene vulgaris-type
Silene acaulis,Silene vulgaris-type
Silene foetida-type,Silene vulgaris-type
Silene nutans-type,Silene vulgaris-type
Silene acaulis-type,Silene vulgaris-type
Silene vulgaris-group,Silene vulgaris-type
Silene nutans,Silene vulgaris-type
Lychnis-type,Silene-type
Silene cf. S. acaulis,Silene-type
Silene-type,Silene-type
Arenaria/Silene,Silene-type
Lychnis,Silene-type
Silene,Silene-type
Silene undifferentiated,Silene-type
Silene cf. S. nutans,Silene-type
Silene/Lychnis,Silene-type
Lychnis/Silene elegans,Silene-type
Silenaceae,Silene-type
Silene rupestris,Silene-type
Viscaria vulgaris-type,Silene-type
Lychnis viscaria-type,Lychnis viscaria-type
Steris segetalis,Lychnis viscaria-type
Arenaria-type,Arenaria
Arenaria-type s.l.,Arenaria
Arenaria,Arenaria
Arenaria serpyllifolia-type,Arenaria
Arenaria biflora,Arenaria
Saponaria,Saponaria
Saponaria officinalis,Saponaria
Saponaria officinalis-type,Saponaria
Silene pratensis,Silene pratensis
Stellaria holostea,Stellaria holostea
Stellaria holostea-type,Stellaria holostea
Gypsophila,Gypsophila repens-type
Gypsophila undifferentiated,Gypsophila repens-type
Gypsophila-type,Gypsophila repens-type
Gypsophila repens-type,Gypsophila repens-type
Gypsophila fastigiata/G. repens,Gypsophila repens-type
Gypsophila fastigiata,Gypsophila repens-type
Gypsophila fastigiata-type,Gypsophila repens-type
Gypsophila repens,Gypsophila repens-type
Vaccaria,Vaccaria
Agrostemma githago,Agrostemma githago
Agrostemma,Agrostemma githago
Agrostemma-type,Agrostemma githago
Minuartia rubra-type/Bufonia,Minuartia rubra-type/Bufonia
Minuartia rubra-type,Minuartia rubra-type/Bufonia
Dianthus,Dianthus/Petrorhaghia
Dianthus-type,Dianthus/Petrorhaghia
Dianthus superbus-type,Dianthus/Petrorhaghia
Dianthus lusitanicus-type,Dianthus/Petrorhaghia
Dianthus/Petrorhaghia,Dianthus/Petrorhaghia
Tunica-type,Dianthus/Petrorhaghia
Gypsophila muralis,Gypsophila muralis
Moehringia trinervia-type,Moehringia-type
Minuartia recurva,Moehringia-type
Minuartia-type,Moehringia-type
Minuartia verna-type,Moehringia-type
Moehringia-type,Moehringia-type
Moehringia trinervia-group,Moehringia-type
Minuartia sedoides,Moehringia-type
Minuartia verna,Moehringia-type
Fumaria,Fumaria
Fumariaceae,Fumaria
Fumaria-type,Fumaria
Fumaria officinalis-type,Fumaria
Herniaria,Herniaria
Herniaria-type,Herniaria-type
Herniaria glabra-type,Herniaria glabra-type
Caryophyllaceae subfam. Paronychioideae,Caryophyllaceae subfam. Paronychioideae
Loeflingia,Loeflingia
Paronychia,Paronychia
Paronychia-type,Paronychia
Paronychia polygonifolia-type,Paronychia
Paronychia argentea-type,Paronychia
Illecebrum,Illecebrum verticillatum
Illecebrum-type,Illecebrum verticillatum
Illecebrum verticillatum,Illecebrum verticillatum
Koenigia islandica,Koenigia islandica
Koenigia,Koenigia islandica
Littorella uniflora,Littorella uniflora
Littorella-type,Littorella uniflora
Littorella,Littorella uniflora
Malva,Malvaceae
Malva-type,Malvaceae
Malvaceae,Malvaceae
Gossypium,Gossypium
Hibiscus,Hibiscus
Malva/Lavatera,Malva/Lavatera
Malva sylvestris-type,Malva sylvestris-type
Malva neglecta-type,Malva neglecta-type
Plantaginaceae,Plantaginaceae
Plantaginaceae undifferentiated,Plantaginaceae
Plantaginaceae indeterminata,Plantaginaceae
Plantago,Plantago
Plantago undifferentiated,Plantago
cf. Plantago coronopus,Plantago
Plantago-type,Plantago
Plantago cf. P. lanceolata,Plantago
Plantago cylindrica-type,Plantago
Plantago major/P. maritima,Plantago
Plantago cf. P. crassifolia,Plantago
Plantago cf. P. alpina,Plantago
Plantago cf. P. coronopus,Plantago
Plantago cf. P. tenuiflora,Plantago
Plantago officinalis,Plantago
Plantago sp.,Plantago
Plantago indeterminata,Plantago
Plantago pp.,Plantago
Plantago media/P. montana-type,Plantago
Plantago media/P. montana,Plantago
Plantago lanceolata,Plantago lanceolata-type
Plantago lanceolata-type,Plantago lanceolata-type
Plantago lagopus-type,Plantago lanceolata-type
Plantago major,Plantago major
Plantago major-type,Plantago major-type
Plantago major/P. media,Plantago major-type
Plantago media-type,Plantago major-type
Plantago cf. P. media,Plantago major-type
cf. Plantago media,Plantago major-type
Plantago cf. P. major,Plantago major-type
Plantago major/P. media-type,Plantago major-type
Plantago intermedia-type,Plantago major-type
Plantago major/P. minor-type,Plantago major-type
Plantago media,Plantago media
Plantago maritima,Plantago maritima-type
Plantago maritima-type,Plantago maritima-type
Plantago maritima/P. alpina,Plantago maritima-type
Plantago alpina-type,Plantago maritima-type
Plantago ovata-type,Plantago maritima-type
Plantago alpina,Plantago maritima-type
Plantago maritima s.l.,Plantago maritima-type
Plantago arenaria,Plantago maritima-type
Plantago maritima s.s.,Plantago maritima-type
Plantago psyllium-type,Plantago maritima-type
Plantago radicata-type,Plantago maritima-type
Plantago maritima/P. serpentina,Plantago maritima-type
Plantago alpinus,Plantago maritima-type
Plantago alpina/P. maritima,Plantago maritima-type
Plantago maritima-type s.l.,Plantago maritima-type
Plantago maritima-type s.s.,Plantago maritima-type
Plantago tenuiflora,Plantago tenuiflora
Plantago tenuiflora-type,Plantago tenuiflora
Plantago atrata,Plantago atrata-type
Plantago montana-type,Plantago atrata-type
Plantago atrata-type,Plantago atrata-type
Plantago montana,Plantago atrata-type
Plantago coronopus,Plantago coronopus-type
Plantago coronopus-type,Plantago coronopus-type
Plantago holosteum-type,Plantago coronopus-type
Plantago coronopus s.s.,Plantago coronopus-type
Plantago albicans,Plantago albicans
Ribes,Ribes
Ribes cf. R. rubrum,Ribes
Ribes cf. R. alpinum,Ribes
Ribes-type,Ribes
Grossulariaceae,Ribes
Ribes rubrum-type,Ribes rubrum-type
Ribes nigrum,Ribes nigrum
Ribes nigrum-type,Ribes nigrum
Ribes alpinum,Ribes alpinum
Ribes uva-crispa,Ribes uva-crispa
Thalictrum,Thalictrum
Thalictrum-type,Thalictrum
Thalictrum undifferentiated,Thalictrum
Thalictrum alpinum,Thalictrum alpinum-type
Thalictrum alpinum-type,Thalictrum alpinum-type
Thalictrum minus-type,Thalictrum alpinum-type
Thalictrum minus,Thalictrum alpinum-type
Thalictrum flavum,Thalictrum flavum-type
Thalictrum flavum-type,Thalictrum flavum-type
Thalictrum lucidum,Thalictrum flavum-type
Thalictrum aquilegiifolium,Thalictrum aquilegiifolium
Daphne,Daphne
Daphne sericea,Daphne
Daphne mezereum,Daphne
Daphne gnidium-type,Daphne
Daphne gnidium,Daphne
Daphne-type,Daphne
Daphne oleoides,Daphne
Daphne cf. cneorum,Daphne
Thymelaeaceae,Thymelaeaceae
Daphne/Thymeleaea,Thymelaeaceae
Thymelaea,Thymelaea
Stellera,Stellera
Aellenia-type,Aellenia-type
Sarcobatus,Sarcobatus
Chenopodiaceae,Chenopodiaceae/Amaranthaceae
Noaea-type,Chenopodiaceae/Amaranthaceae
Chenopodiaceae/Amaranthaceae,Chenopodiaceae/Amaranthaceae
Chenopodium,Chenopodiaceae/Amaranthaceae
Atriplex,Chenopodiaceae/Amaranthaceae
cf. Atriplex,Chenopodiaceae/Amaranthaceae
Chenopodiaceae-type,Chenopodiaceae/Amaranthaceae
Atriplex-type,Chenopodiaceae/Amaranthaceae
Spinacia-type,Chenopodiaceae/Amaranthaceae
Chenopodium-type,Chenopodiaceae/Amaranthaceae
Salicornia-type,Chenopodiaceae/Amaranthaceae
Salsola,Chenopodiaceae/Amaranthaceae
Suaeda-type,Chenopodiaceae/Amaranthaceae
Suaeda,Chenopodiaceae/Amaranthaceae
Salsola-type,Chenopodiaceae/Amaranthaceae
Hammada-type,Chenopodiaceae/Amaranthaceae
Chenopodium/Thalictrum,Chenopodiaceae/Amaranthaceae
Halogeton,Chenopodiaceae/Amaranthaceae
Chenopodium album,Chenopodiaceae/Amaranthaceae
Amaranthaceae,Chenopodiaceae/Amaranthaceae
cf. Krascheninnikovia,Chenopodiaceae/Amaranthaceae
Amaranthus-type,Chenopodiaceae/Amaranthaceae
Cornulaca,Chenopodiaceae/Amaranthaceae
Krascheninnikovia ceratoides,Chenopodiaceae/Amaranthaceae
Kochia laniflora,Chenopodiaceae/Amaranthaceae
Atriplex nudicaulis,Chenopodiaceae/Amaranthaceae
Atriplex hastata,Chenopodiaceae/Amaranthaceae
Atriplex kuzenevae,Chenopodiaceae/Amaranthaceae
Atriplex sagittata,Chenopodiaceae/Amaranthaceae
Atriplex praecox,Chenopodiaceae/Amaranthaceae
Chenopodium hybridum,Chenopodiaceae/Amaranthaceae
Chenopodium polyspermum,Chenopodiaceae/Amaranthaceae
Chenopodium rubrum,Chenopodiaceae/Amaranthaceae
Kochia prostrata,Chenopodiaceae/Amaranthaceae
Salicornia europaea,Chenopodiaceae/Amaranthaceae
Suaeda maritima,Chenopodiaceae/Amaranthaceae
Kochia,Chenopodiaceae/Amaranthaceae
Chenopodium undifferentiated,Chenopodiaceae/Amaranthaceae
Chenopodiaceae/Amaranthaceae undifferentiated,Chenopodiaceae/Amaranthaceae
Chenopodiaceae s.l.,Chenopodiaceae/Amaranthaceae
Chenopodiaceae/Amaranthus,Chenopodiaceae/Amaranthaceae
Haloxylon,Chenopodiaceae/Amaranthaceae
Alternanthera,Chenopodiaceae/Amaranthaceae
Atriplex portulacoides,Chenopodiaceae/Amaranthaceae
Beta,Beta
Beta-type,Beta
Salsola kali,Salsola kali
Aerva,Aerva
Chenopodiaceae: clumps,Chenopodiaceae: clumps
Tribulus terrestris,Tribulus terrestris
Tribulus,Tribulus terrestris
Polemonium,Polemonium
Polemonium caeruleum,Polemonium
Polemonium-type,Polemonium
Polemonium boreale,Polemonium
Polemonium coeruleum,Polemonium
Polemoniaceae,Polemoniaceae
Polemoniaceae undifferentiated,Polemoniaceae
Phlox sibirica,Phlox sibirica
Phlox,Phlox
Alisma,Alisma-type
Alisma gramineum,Alisma-type
Alisma plantago-aquatica,Alisma-type
Alisma plantago-aquatica-type,Alisma-type
Alisma-type,Alisma-type
Baldellia,Alisma-type
Luronium-type,Alisma-type
Alisma gramineum-type,Alisma-type
Alisma cf. A. plantago-aquatica,Alisma-type
Alisma-group,Alisma-type
Echinodorus ranunculoides,Alisma-type
Alisma plantago,Alisma-type
Sagittaria,Sagittaria
Sagittaria sagitifolia,Sagittaria
Sagittaria sagittifolia,Sagittaria
Sagittaria-type,Sagittaria
Alismataceae,Alismataceae
Damasonium,Damasonium
Caldesia parnassifolia,Caldesia parnassifolia
Ranunculus arvensis,Ranunculus arvensis
Ranunculus arvensis-type,Ranunculus arvensis-type
Ranunculus parviflorus-type,Ranunculus arvensis-type
Papaver argemone,Papaver argemone
Papaver argemone-type,Papaver argemone
Roemeria,Roemeria-type
Roemeria dodecandra-type,Roemeria-type
Roemeria-type,Roemeria-type
Roemeria hybrida-type,Roemeria-type
Roemeria hybrida,Roemeria-type
Cannabaceae/Urticaceae,Cannabaceae/Urticaceae
Urtica/Humulus,Cannabaceae/Urticaceae
Humulus/Cannabis/Urtica,Cannabaceae/Urticaceae
Humulus,Humulus lupulus
Humulus lupulus,Humulus lupulus
Humulus-type,Humulus lupulus
Humulus lupulus-type,Humulus lupulus
Cannabis,Cannabis sativa
Cannabis-type,Cannabis sativa
Cannabis sativa,Cannabis sativa
Humulus/Cannabis,Cannabis/Humulus
Cannabaceae,Cannabis/Humulus
Cannabaceae-type,Cannabis/Humulus
cf. Cannabis,Cannabis/Humulus
cf. Cannabis sativa,Cannabis/Humulus
cf. Humulus,Cannabis/Humulus
cf. Humulus lupulus,Cannabis/Humulus
Cannabaceae undifferentiated,Cannabis/Humulus
Cannabis/Humulus,Cannabis/Humulus
Humulus/Cannabis-type,Cannabis/Humulus
Cannabis/Humulus-type,Cannabis/Humulus
Cannabinaceae,Cannabis/Humulus
Parietaria,Parietaria
Urtica,Urtica
Urtica-type,Urtica
Urtica cf. U. dioica,Urtica
Urtica undifferentiated,Urtica
Urtica indeterminata,Urtica
Urtica dioica,Urtica dioica
Urtica dioica-type,Urtica dioica-type
Urtica urens,Urtica urens
Urtica dubia-type,Urtica dubia-type
Urtica atrovirens,Urtica atrovirens
Urticaceae,Urticaceae
Urtica cf. pilulifera,Urticaceae
Urtica/Parietaria,Urticaceae
Urticaceae undifferentiated,Urticaceae
Morus,Morus
Morus-type,Morus
Morus nigra,Morus nigra
Morus alba,Morus alba
Urtica pilulifera-type,Urtica pilulifera
Urtica pilulifera,Urtica pilulifera
Moraceae,Moraceae
Urticales,Urticaceae/Moraceae
Urticaceae/Moraceae,Urticaceae/Moraceae
